image_filenames,label_filenames
patient066/patient066_ED.nii.gz,patient066/patient066_ED_gt.nii.gz
patient067/patient067_ED.nii.gz,patient067/patient067_ED_gt.nii.gz
patient068/patient068_ES.nii.gz,patient068/patient068_ES_gt.nii.gz
patient069/patient069_ES.nii.gz,patient069/patient069_ES_gt.nii.gz
patient070/patient070_ED.nii.gz,patient070/patient070_ED_gt.nii.gz
patient071/patient071_ED.nii.gz,patient071/patient071_ED_gt.nii.gz
patient072/patient072_ES.nii.gz,patient072/patient072_ES_gt.nii.gz
patient073/patient073_ES.nii.gz,patient073/patient073_ES_gt.nii.gz
patient074/patient074_ED.nii.gz,patient074/patient074_ED_gt.nii.gz
patient075/patient075_ES.nii.gz,patient075/patient075_ES_gt.nii.gz
patient076/patient076_ED.nii.gz,patient076/patient076_ED_gt.nii.gz
patient077/patient077_ED.nii.gz,patient077/patient077_ED_gt.nii.gz
patient078/patient078_ED.nii.gz,patient078/patient078_ED_gt.nii.gz
patient081/patient081_ED.nii.gz,patient081/patient081_ED_gt.nii.gz
patient082/patient082_ES.nii.gz,patient082/patient082_ES_gt.nii.gz
patient083/patient083_ES.nii.gz,patient083/patient083_ES_gt.nii.gz
patient084/patient084_ES.nii.gz,patient084/patient084_ES_gt.nii.gz
patient085/patient085_ES.nii.gz,patient085/patient085_ES_gt.nii.gz
patient086/patient086_ES.nii.gz,patient086/patient086_ES_gt.nii.gz
patient087/patient087_ED.nii.gz,patient087/patient087_ED_gt.nii.gz
patient088/patient088_ES.nii.gz,patient088/patient088_ES_gt.nii.gz
patient089/patient089_ES.nii.gz,patient089/patient089_ES_gt.nii.gz
patient090/patient090_ES.nii.gz,patient090/patient090_ES_gt.nii.gz
patient091/patient091_ES.nii.gz,patient091/patient091_ES_gt.nii.gz
patient092/patient092_ES.nii.gz,patient092/patient092_ES_gt.nii.gz
patient093/patient093_ED.nii.gz,patient093/patient093_ED_gt.nii.gz
patient094/patient094_ED.nii.gz,patient094/patient094_ED_gt.nii.gz
patient095/patient095_ED.nii.gz,patient095/patient095_ED_gt.nii.gz
patient096/patient096_ES.nii.gz,patient096/patient096_ES_gt.nii.gz
patient097/patient097_ES.nii.gz,patient097/patient097_ES_gt.nii.gz
patient098/patient098_ED.nii.gz,patient098/patient098_ED_gt.nii.gz
