image_filenames,label_filenames
patient072/patient072_ED.nii.gz,patient072/patient072_ED_gt.nii.gz
patient073/patient073_ED.nii.gz,patient073/patient073_ED_gt.nii.gz
patient074/patient074_ED.nii.gz,patient074/patient074_ED_gt.nii.gz
patient075/patient075_ED.nii.gz,patient075/patient075_ED_gt.nii.gz
patient076/patient076_ED.nii.gz,patient076/patient076_ED_gt.nii.gz
patient081/patient081_ED.nii.gz,patient081/patient081_ED_gt.nii.gz
patient082/patient082_ED.nii.gz,patient082/patient082_ED_gt.nii.gz
patient083/patient083_ED.nii.gz,patient083/patient083_ED_gt.nii.gz
patient084/patient084_ED.nii.gz,patient084/patient084_ED_gt.nii.gz
patient085/patient085_ED.nii.gz,patient085/patient085_ED_gt.nii.gz
patient086/patient086_ED.nii.gz,patient086/patient086_ED_gt.nii.gz
patient087/patient087_ED.nii.gz,patient087/patient087_ED_gt.nii.gz
patient088/patient088_ED.nii.gz,patient088/patient088_ED_gt.nii.gz
patient089/patient089_ED.nii.gz,patient089/patient089_ED_gt.nii.gz
patient090/patient090_ED.nii.gz,patient090/patient090_ED_gt.nii.gz
patient091/patient091_ED.nii.gz,patient091/patient091_ED_gt.nii.gz
patient092/patient092_ED.nii.gz,patient092/patient092_ED_gt.nii.gz
patient093/patient093_ED.nii.gz,patient093/patient093_ED_gt.nii.gz
patient094/patient094_ED.nii.gz,patient094/patient094_ED_gt.nii.gz
patient095/patient095_ED.nii.gz,patient095/patient095_ED_gt.nii.gz
patient096/patient096_ED.nii.gz,patient096/patient096_ED_gt.nii.gz
